#,release_id,api_id,status,version,product_code,tpl_code,api_code,api_name,cache_enable,cache_type,cache_unit,cache_time,out_protocol,out_domain,out_path,match_sub_patch,is_forward,connect_timeout,response_timeout,proxy_url,remark,creator,create_time,updater,update_time
11,20221103000000003005,20221103000000014000,0,7,V-11,testDb,metis_push_message,消息中心-发送push,1,0,d,1,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,1,5000,14999,https://3rd-proxy2.xhqb.com,"",邓丽,2022-11-03 10:51:19,邓丽,2022-11-03 16:19:59
12,20221103000000003006,20221103000000014000,0,8,V-11,testDb,metis_push_message,消息中心-发送push,1,0,d,1,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,1,5000,14999,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 10:51:19,李威,2022-11-03 16:20:20
13,20221103000000003007,20221103000000015001,0,1,test909520,testDb,pidan,皮蛋,0,0,"",0,http,www.egg.com,/path1/path2,0,1,10000,10000,https://3rd-proxy2.xhqb.com,皮蛋加工,蒋涵进,2022-11-03 16:38:49,"",2022-11-03 16:40:58
14,20221103000000003008,20221103000000015001,0,2,test909520,testDb,pidan,皮蛋,0,0,"",0,http,www.egg.com,/path1/path2,0,1,10000,10000,https://3rd-proxy2.xhqb.com,皮蛋加工22,蒋涵进,2022-11-03 16:38:49,蒋涵进,2022-11-03 16:41:09
15,20221103000000003009,20221103000000015001,0,3,test909520,testDb,pidan,皮蛋,0,0,"",0,http,www.egg.com,/path1/path2,0,1,10000,10000,https://3rd-proxy2.xhqb.com,皮蛋加工22,蒋涵进,2022-11-03 16:38:49,蒋涵进,2022-11-03 16:47:34
16,20221103000000004000,20221103000000015002,0,1,AngleEye,testDb,AngleEye,test慧眼分,0,0,"",0,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,李威,2022-11-04 14:31:50
17,20221103000000004001,20221103000000014000,0,9,V-11,testDb,metis_push_message,消息中心-发送push,1,0,d,1,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,1,5000,14999,https://3rd-proxy2.xhqb.com,"",陈浪,2022-11-03 10:51:19,"",2022-11-03 18:45:04
18,20221103000000004002,20221103000000014000,0,10,V-11,A13123,metis_push_message,消息中心-发送push,1,0,d,1,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,1,5000,14999,https://3rd-proxy2.xhqb.com,"",陈浪,2022-11-03 10:51:19,"",2022-11-03 19:06:23
19,20221103000000005000,20221103000000014000,0,11,V-11,A13123,metis_push_message,（大哥你别动）消息中心-发送push,1,0,d,1,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,1,5000,14999,https://3rd-proxy2.xhqb.com,"",陈浪,2022-11-03 10:51:19,李威,2022-11-04 14:32:12
20,20221104000000006000,20221103000000015002,0,2,AngleEye,testDb,AngleEye,test慧眼分,0,0,"",0,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,李威,2022-11-04 14:31:57
21,20221104000000006001,20221103000000015002,0,3,AngleEye,testDb,AngleEye,test慧眼分,0,0,"",0,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,李威,2022-11-04 14:32:14
22,20221104000000006002,20221103000000015002,0,4,AngleEye,testDb,AngleEye,test慧眼分,0,0,"",0,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,邓丽,2022-11-04 18:02:26
23,20221104000000006003,20221103000000014000,0,12,V-11,A13123,metis_push_message,（大哥你别动）消息中心-发送push,1,0,d,1,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,1,5000,14999,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 10:51:19,李威,2022-11-04 14:32:32
24,20221104000000006004,20221103000000014000,1,13,V-11,A13123,metis_push_message,（大哥你别动）消息中心-发送push,1,0,d,1,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,0,5000,14999,https://3rd-proxy2.xhqb.com,"",陈浪,2022-11-03 10:51:19,"",2022-11-04 15:22:30
25,20221104000000006005,20221104000000016000,0,1,AngleEye,test2,a13123,test,0,0,"",0,http,12312,/afdadf,0,1,10000,10000,https://3rd-proxy2.xhqb.com,12312jljoioj,李威,2022-11-04 16:34:20,"",2022-11-04 16:37:00
26,20221104000000006006,20221104000000016000,0,2,AngleEye,test2,a13123,test,0,0,"",0,http,12312,/afdadf,0,1,10000,10000,https://3rd-proxy2.xhqb.com,12312jljoiojlmlkmlkmlk,李威,2022-11-04 16:34:20,"",2023-02-10 16:02:41
27,20221104000000007000,20221102000000013000,0,3,fdsf879,test_code1,Test_code_001,Test,1,1,s,100,http,xiaohua.com,/edit,0,0,0,0,https://www.google.com,2222,邓丽,2022-11-02 16:12:11,张亚飞,2024-11-20 15:26:57
28,20221104000000007001,20221103000000015002,0,5,AngleEye,test_code,AngleEye,test慧眼分,1,0,h,7,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",邓丽,2022-11-03 17:52:56,邓丽,2022-11-04 18:13:33
29,20221104000000007002,20221103000000015002,0,6,AngleEye,test_code,AngleEye,test慧眼分,1,0,h,7,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",邓丽,2022-11-03 17:52:56,"",2022-11-04 18:16:19
30,20221104000000007003,20221103000000015002,0,7,AngleEye,test_code,AngleEye,test慧眼分,1,0,s,7,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",邓丽,2022-11-03 17:52:56,于会飞,2022-11-08 15:05:20
31,20221107000000008000,20221107000000018000,0,1,AngleEye,"",api002,卡茨,0,0,"",0,https,www.baidu.com,/,0,0,1,10,https://3rd-proxy2.xhqb.com,透传-修改了,于会飞,2022-11-07 16:23:05,于会飞,2022-11-07 16:25:33
32,20221107000000008001,20221107000000018000,0,2,AngleEye,"",api002,卡茨,0,0,"",0,https,www.baidu.com,/,0,0,1,10,https://3rd-proxy2.xhqb.com,透传-修改了-第二次编辑,于会飞,2022-11-07 16:23:05,于会飞,2022-11-07 16:34:57
33,20221107000000009000,20221107000000018001,0,1,AngleEye,testDb,api004,慧眼分,1,1,d,30,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,0,10,10,https://3rd-proxy2.xhqb.com,非透传-编辑,于会飞,2022-11-07 16:29:41,"",2022-11-09 16:36:37
34,20221108000000010000,20221103000000015002,0,8,AngleEye,test_code,AngleEye,test慧眼分,1,0,s,7,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,5000,5000,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 10:28:12
35,20221108000000010001,20221108000000019000,0,1,dwdsdsds111,temp014,api001111,api00111,0,0,"",0,https,www.baidu.com,/,0,1,10,10,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-08 16:11:14,于会飞,2022-11-08 16:15:35
36,20221108000000011000,20221101000000012000,0,2,V-11,test_code1,Test_100133111,API,0,1,"",0,http,xiaohua.com3123123/,/add11,0,0,0,0,https://3rd-proxy2.xhqb.com,2222111,陈昌伟,2022-11-01 11:12:18,陈昌伟,2022-11-08 18:36:19
37,20221109000000011001,20221103000000015002,0,9,AngleEye,test_code,AngleEye,test慧眼分,1,0,s,7,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 11:06:27
38,20221109000000011002,20221108000000020000,0,1,Tina001,"",touchuan001,透传接口test,0,0,"",0,https,www.baidu.com,/,0,0,10,10,https://3rd-proxy2.xhqb.com,测试透传,于会飞,2022-11-08 18:29:10,于会飞,2022-11-09 11:00:47
39,20221109000000011003,20221108000000020000,0,2,Tina001,"",touchuan001,透传接口test,0,0,"",0,https,www.baidu.com,/,0,0,10,10,https://3rd-proxy2.xhqb.com,测试透传,于会飞,2022-11-08 18:29:10,"",2022-11-09 11:32:51
40,20221109000000011004,20221103000000015002,0,10,AngleEye,test_code,AngleEye,test慧眼分,1,1,s,5,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 11:43:55
41,20221109000000011005,20221108000000020000,0,3,Tina001,"",touchuan001,透传接口test,0,0,"",0,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,0,10,10,https://3rd-proxy2.xhqb.com,测试透传,陈浪,2022-11-08 18:29:10,"",2022-11-09 17:16:21
42,20221109000000011006,20221103000000015002,0,11,AngleEye,test_code,AngleEye,test慧眼分,1,1,d,30,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 14:16:24
43,20221109000000011007,20221103000000015002,0,12,AngleEye,test_code,AngleEye,test慧眼分,1,1,s,3,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 14:37:50
44,20221109000000011008,20221103000000015002,0,13,AngleEye,test_code,AngleEye,test慧眼分,1,1,h,3,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 14:45:32
45,20221109000000011009,20221103000000015002,0,14,AngleEye,test_code,AngleEye,test慧眼分,1,1,h,3,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 14:52:29
46,20221109000000011010,20221103000000015002,0,15,AngleEye,test_code,AngleEye,test慧眼分,0,1,h,3,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 14:58:33
47,20221109000000011011,20221103000000015002,0,16,AngleEye,test_code,AngleEye,test慧眼分,1,1,s,3,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 15:02:22
48,20221109000000011012,20221103000000015002,0,17,AngleEye,test_code,AngleEye,test慧眼分,1,1,s,3,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 15:50:22
49,20221109000000011013,20221103000000015002,0,18,AngleEye,test_code,AngleEye,test慧眼分,1,1,m,3,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 16:12:01
50,20221109000000011014,20221103000000015002,0,19,AngleEye,test_code,AngleEye,test慧眼分,1,1,s,1,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,0,0,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 16:46:12
51,20221109000000011015,20221107000000018001,0,2,AngleEye,test2,api004,超时测试,1,1,m,5,http,10.3.207.212:8008,/docs,0,1,0,1,https://3rd-proxy2.xhqb.com,非透传-编辑,于会飞,2022-11-07 16:29:41,于会飞,2022-11-09 16:37:17
52,20221109000000011016,20221103000000015002,0,20,AngleEye,test_code,AngleEye,test慧眼分,1,0,m,10,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,0,0,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 17:10:55
53,20221109000000011017,20221103000000015002,0,21,AngleEye,test_code,AngleEye,test慧眼分,1,0,m,5,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 17:18:28
54,20221109000000011018,20221108000000020000,0,4,Tina001,tina001,touchuan001,透传接口test,1,1,m,3,https,test5.xiaohuaai.com,/metis-api/push/pushMessage,0,1,10,10,https://3rd-proxy2.xhqb.com,测试透传,于会飞,2022-11-08 18:29:10,于会飞,2022-11-09 17:41:07
55,20221109000000011019,20221103000000015002,0,22,AngleEye,test_code,AngleEye,test慧眼分,1,1,h,1,http,10.3.207.222:8008,/docs,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 17:23:43
56,20221109000000011020,20221103000000015002,0,23,AngleEye,test_code,AngleEye,test慧眼分,0,1,h,1,http,10.3.207.222:8008,/docs,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 17:42:06
57,20221109000000011021,20221103000000015002,0,24,AngleEye,test_code,AngleEye,test慧眼分,0,1,h,1,http,10.3.207.222:8008,/docs,0,0,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 18:01:31
58,20221109000000011022,20221103000000015002,0,25,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,test5.xiaohuaai.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,1,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-11-09 18:12:30
59,20221109000000011023,20221103000000015002,0,26,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,test5.xiaohuaai.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,60,1,https://3rd-proxy2.xhqb.com,"",于会飞,2022-11-03 17:52:56,"",2022-12-28 14:58:03
60,20221228000000012000,20221228000000021001,0,1,SHUHE,shuhe_credit,CREDIT_CALL_BACK,数禾-授信回调,0,0,"",0,http,xiaohuaai.com,/creditCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-28 14:50:41,"",2023-02-01 14:21:28
61,20221228000000012001,20221228000000021002,0,1,SHUHE,shuhe_loan,LOAN_CALL_BACK,数禾-放款回调,0,0,"",0,http,xiaohuaai.com,/creditCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-28 14:51:28,"",2023-02-01 14:21:31
62,20221228000000012002,20221213000000021000,0,1,SHUHE,shuhe_repay,REPAY_CALL_BACK,数禾-还款/批扣回调,0,0,"",0,http,xiaohuaai.com,/creditCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-13 10:35:15,"",2023-02-01 14:21:33
63,20221228000000012003,20221103000000015002,0,27,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,test5.xiaohuaai.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,1,60,1,https://3rd-proxy2.xhqb.com,"",吕强,2022-11-03 17:52:56,"",2023-02-08 14:47:29
64,20230129000000012004,20230129000000021003,0,1,YiDun,YIDUN_V4_SCORE,YIDUN_V4_SCORE,蚂盾反欺诈价值分V4查询,1,1,d,30,http,xiaohuaai.com,/creditCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2023-01-29 15:15:54,"",2023-02-08 15:43:46
65,20230201000000012005,20221228000000021001,0,2,SHUHE,shuhe_credit,CREDIT_CALL_BACK,数禾-授信回调,0,0,"",0,https,openapi.sit.lattebank.com/fundgw/reMsg/xhqb,/creditCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-28 14:50:41,"",2023-02-08 15:52:11
66,20230201000000012006,20221228000000021002,0,2,SHUHE,shuhe_loan,LOAN_CALL_BACK,数禾-放款回调,0,0,"",0,https,openapi.sit.lattebank.com/fundgw/reMsg/xhqb,/loanCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-28 14:51:28,"",2023-11-14 16:16:18
67,20230201000000012007,20221213000000021000,0,2,SHUHE,shuhe_repay,REPAY_CALL_BACK,数禾-还款/批扣回调,0,0,"",0,https,openapi.sit.lattebank.com/fundgw/reMsg/xhqb,/repayCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-13 10:35:15,"",2023-02-08 15:43:11
68,20230207000000013000,20230207000000022000,0,1,AngleEye,"",forward_test,透传-测试,0,0,"",0,https,test,/test,0,0,10,10,https://3rd-proxy2.xhqb.com,"",李威,2023-02-07 14:14:47,"",2023-02-07 15:26:13
69,20230207000000013001,20230207000000022000,0,2,AngleEye,"",forward_test,透传-测试,0,0,"",0,https,metis-test.xhdev.xyz,/metis-admin/app,0,0,10,10,https://3rd-proxy2.xhqb.com,"",李威,2023-02-07 14:14:47,"",2023-05-17 15:32:36
70,20230208000000013002,20221103000000015002,0,28,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,api-ci-mock.icekredit.com,/person-ds/credit/BasicGeneralRepaymentScore22,0,0,60,1,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,"",2023-02-08 16:13:19
71,20230208000000013003,20221213000000021000,0,3,SHUHE,shuhe_repay,REPAY_CALL_BACK,数禾-还款/批扣回调,0,0,"",0,https,openapi.sit.lattebank.com/fundgw/reMsg/xhqb,/repayCallBack,0,0,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-13 10:35:15,"",2023-11-14 16:15:59
72,20230208000000013004,20230129000000021003,0,2,YiDun,YIDUN_V4_SCORE,YIDUN_V4_SCORE,蚂盾反欺诈价值分V4查询,1,1,d,30,http,xiaohuaai.com,/creditCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2023-01-29 15:15:54,"",2023-02-15 14:49:40
73,20230208000000013005,20221228000000021001,0,3,SHUHE,shuhe_credit,CREDIT_CALL_BACK,数禾-授信回调,0,0,"",0,https,openapi.sit.lattebank.com/fundgw/reMsg/xhqb,/creditCallBack,0,0,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2022-12-28 14:50:41,"",2023-11-14 16:16:15
74,20230208000000013006,20230208000000022001,0,1,SHUHE,"",TECH_SIGHT,腾梭防欺诈评分,0,0,"",0,http,118.126.96.200:8801,/General/score,0,0,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2023-02-08 16:00:01,吕强,2023-02-10 14:36:18
75,20230208000000013007,20221103000000015002,0,29,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,saf.cn-shanghai.aliyuncs.com,/,0,0,60,1,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,"",2023-02-08 16:59:17
76,20230208000000013008,20221103000000015002,0,30,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,112.74.228.209:8381,/api/product,0,0,60,1,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,"",2023-02-08 17:23:07
77,20230208000000013009,20221103000000015002,0,31,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,112.74.228.209:8381,/api/product,0,0,60,1,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,"",2023-02-08 17:38:20
78,20230208000000013010,20221103000000015002,0,32,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,112.74.228.209:8381,/api/product/XHCM_N,0,0,60,1,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,"",2023-02-08 18:07:24
79,20230208000000013011,20221103000000015002,0,33,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,112.74.228.209:8381,/api/product/XHCM_N,0,0,60,1,https://3rd-proxy2.xhqb.com,"",李威,2022-11-03 17:52:56,"",2023-02-10 10:32:45
80,20230210000000014000,20221103000000015002,0,34,AngleEye,test_code,AngleEye,test慧眼分-编辑,0,1,h,1,https,112.74.228.209:8381,/api/product/XHCM_N,0,0,60,1,"","",李威,2022-11-03 17:52:56,"",2023-09-06 16:51:18
81,20230210000000014001,20230210000000023000,0,1,YiDun,"",TECHSIGHT_SCORE,12312,0,0,"",0,https,baidul.com,/asdf,0,0,10,10,"",12,李威,2023-02-10 10:33:12,"",2023-02-10 14:38:18
82,20230210000000014002,20230210000000023000,0,2,TechSight,TECHSIGHT_SCORE,TECHSIGHT_SCORE,腾梭反欺诈分查询,1,1,d,30,http,118.126.96.200:8801,/General/score,0,1,10,10,"",12,吕强,2023-02-10 10:33:12,吕强,2023-02-10 14:35:58
83,20230210000000014003,20230210000000023000,0,3,TechSight,TECHSIGHT_SCORE,TECHSIGHT_SCORE,腾梭反欺诈分查询,1,1,d,30,http,118.126.96.200:8801,/General/score,0,1,10,10,"",12,吕强,2023-02-10 10:33:12,吕强,2023-02-10 14:38:38
84,20230210000000014004,20230210000000023001,0,1,TechSight,TECHSIGHT_SCORE,TECHSIGHT_SCORE,腾梭防欺诈评分,1,1,d,30,http,118.126.96.200:8801,/General/score,0,1,10,10,"","",吕强,2023-02-10 14:40:01,"",2023-02-13 10:46:23
85,20230210000000014005,20221104000000016000,0,3,AngleEye,test2,a13123,test,0,0,"",0,http,metis-test.xhdev.xyz,/metis-admin/app,0,0,12,12,"",12312jljoiojlmlkmlkmlk,李威,2022-11-04 16:34:20,"",2023-02-10 16:12:17
86,20230210000000014006,20221104000000016000,0,4,AngleEye,test2,a13123,test,0,0,"",0,https,metis-test.xhdev.xyz,/metis-admin/app,0,0,12,12,"",12312jljoiojlmlkmlkmlk,陈浪,2022-11-04 16:34:20,"",2023-02-16 16:06:58
87,20230213000000014007,20230210000000023001,0,2,TechSight,TECHSIGHT_SCORE,TECHSIGHT_SCORE,腾梭防欺诈评分,1,1,d,30,http,118.126.96.200:8801,/General/score,0,1,10,10,"","",吕强,2023-02-10 14:40:01,"",2023-11-14 16:16:27
88,20230215000000014008,20230129000000021003,0,3,YiDun,YIDUN_V4_SCORE,YIDUN_V4_SCORE,蚂盾反欺诈价值分V4查询,0,1,d,30,http,xiaohuaai.com,/creditCallBack,0,1,10,10,https://3rd-proxy2.xhqb.com,"",吕强,2023-01-29 15:15:54,"",2023-07-25 18:55:34
89,20230216000000014009,20230216000000023002,0,1,JiaYa-lkv5,"",FXF_HJ,灵鲲通用分V5风险分查询,0,0,"",0,http,xiaohuaai.com,/FXF_HJ,0,0,10,10,"","",吕强,2023-02-16 15:36:43,"",2023-02-16 15:43:18
90,20230216000000014010,20230216000000023002,0,2,JiaYa-lkv5,"",FXF_HJ,灵鲲通用分V5风险分查询,0,0,"",0,http,xiaohuaai.com,/FXF_HJ,0,0,10,10,"","",吕强,2023-02-16 15:36:43,"",2023-05-24 18:35:22
91,20230216000000014011,20230216000000023002,0,3,JiaYa-lkv5,"",FXF_HJ,灵鲲通用分V5风险分查询,0,0,"",0,http,gateway.yongfenggz.cn,/FXF_HJ,0,0,10,10,"","",吕强,2023-02-16 15:36:43,吕强,2023-05-24 18:35:22
92,20230216000000014012,20221104000000016000,1,5,AngleEye,test2,a13123,test,0,0,"",0,https,xh-service-test-1300455117.cos.ap-beijing.myqcloud.com,/metis-admin/app,0,0,12,12,"",12312jljoiojlmlkmlkmlk,李威,2022-11-04 16:34:20,"",2023-02-16 16:06:48
93,20230216000000014013,20210216000000023001,0,1,JiaYa-lkv5,"",FXF_HJ,灵鲲通用分V5风险分查询,0,0,"",0,http,gateway.yongfenggz.cn,/FXF_HJ,0,0,10,10,"","",吕强,2023-02-16 16:49:30,"",2023-05-24 18:35:22
94,20230216000000014014,20210216000000023002,0,1,Tencent-mass,"",FXF_HJV5-1,腾讯maas风险分查询,0,0,"",0,http,csec.api.qcloud.com,/FXF_HJ,0,0,10,10,"","",吕强,2023-02-16 16:55:16,"",2023-11-14 16:15:05
95,20230216000000014015,20230216000000023003,0,1,chaoshi,"",uploadTest,uploadTest,0,0,"",0,https,www.virscan.org,/,0,0,10,10,"","",李威,2023-02-16 16:59:15,"",2023-02-16 17:08:08
